policy_id,month,age,tenure_m,premium,coverage,region,has_agent,is_smoker,dependents,post_event_payment_holiday,lapse_next_3m,_event_month_index
32,2023-06,46,88,37.29,6183.99,A,1,0,1,0,0,0
32,2023-07,46,89,37.0,6085.38,A,1,0,1,0,0,0
33,2022-08,70,26,101.72,18416.03,C,0,0,0,0,0,0
33,2022-09,70,27,102.9,18913.81,C,0,0,0,0,0,0
33,2022-10,70,28,100.89,18270.32,C,0,0,0,0,0,0
33,2022-11,70,29,99.78,17955.77,C,0,0,0,0,0,0
33,2022-12,70,30,102.26,18961.5,C,0,0,0,0,0,0
33,2023-01,70,31,101.45,18751.17,C,0,0,0,0,0,0
33,2023-02,70,32,99.89,18250.91,C,0,0,0,0,0,0
33,2023-03,70,33,99.65,18221.49,C,0,0,0,0,0,0
33,2023-04,70,34,105.34,18158.64,C,0,0,0,0,0,0
33,2023-05,70,35,105.96,18398.46,C,0,0,0,0,0,0
33,2023-06,70,36,108.19,19174.6,C,0,0,0,0,0,0
33,2023-07,70,37,107.34,18868.0,C,0,0,0,0,0,0
34,2022-08,48,173,264.56,41449.15,D,0,0,0,0,0,0
34,2022-09,48,174,261.45,40633.52,D,0,0,0,0,0,0
34,2022-10,48,175,263.96,41616.17,D,0,0,0,0,0,0
34,2022-11,48,176,263.85,41794.81,D,0,0,0,0,0,0
34,2022-12,48,177,259.57,40650.12,D,0,0,0,0,0,0
34,2023-01,48,178,264.31,42352.78,D,0,0,0,0,0,0
34,2023-02,48,179,260.65,41356.17,D,0,0,0,0,0,0
34,2023-03,48,180,261.15,41645.51,D,0,0,0,0,0,0
34,2023-04,48,181,273.66,40781.49,D,0,0,0,0,0,0
34,2023-05,48,182,275.31,41326.26,D,0,0,0,0,0,0
34,2023-06,48,183,278.72,42354.82,D,0,0,0,0,0,0
